開催日,シティ年度,大会名,会場名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,大会ID,詳細URL
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,5,25,0031863573,96ku,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/vkfF1F-kWJBHG-Fk5fVf
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,5,25,0028570192,フェリズ,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/nngLnn-CSPYU5-g9QiNg
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,5,25,0007016363,ロコモコcomic,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/yyyyyy-Pw4cSW-pXESXy
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,5,25,0004472120,maki,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/nngQ9P-8KpCX7-nNNnNL
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,3,50,0036555352,ガラガラ,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/vkF11f-tXCEbX-vkFFv1
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,3,50,0031566203,ショウex,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/c8cxaY-Ew2WDJ-KxcYD8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,2,75,0002634038,こここ,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/cc88DY-EzKiSJ-8a8cc4
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,【CARDBOX】青馬堂矢向店,神奈川県,オープン,1,100,0036315794,おにく,109310,https://www.pokemon-card.com/deck/confirm.html/deckID/gNQQnN-wgVJ6v-nPnHnL
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0041712049,のっきー,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/xxJYxc-7IGWCz-8xGDD8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0036257160,タケノコ,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/kfFk5f-8SbtvX-vkfwdd
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0036189737,Selinen,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/cJc488-3uA1B7-8DYYY8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0031772460,かろん,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/nnnPPP-oSKi8n-QNNgLQ
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0030356254,かん,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/XSpXyy-Gt2Etz-pMRUSS
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0008386421,おにいさん,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/gNQLLn-EWHL1W-PQ9nnn
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0001296312,かいと,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/FVfFVk-3HD2c9-51kvF1
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,9,15,0000886574,てぃら,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/fF1Fkv-hUbpaj-fF1Fvk
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,5,25,0042932910,タイジ,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/pypyUy-lhhlNY-EXyyS3
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,5,25,0035807081,すず,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/3EMRSS-NHDkAu-yXpyyp
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,5,25,0001968295,どらぽん,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/yyM3Xp-FT7aLl-SpEyMy
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,5,25,0000010898,アース,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/XyXppX-ldw0bx-SpyUyp
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,3,50,0036368668,あっちゃん,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/EpSyy2-pNtrux-yE2MUX
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,3,50,0010784022,コミ,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/nHgPQn-vmRhbd-gnnLnN
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,2,75,0031272791,かに,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/MypSMR-UGoMzY-yXMpyU
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,フルコンプ PLAYERS CENTER 八王子本店,東京都,オープン,1,100,0013788704,にくづめ,109296,https://www.pokemon-card.com/deck/confirm.html/deckID/Y8GDDx-8axJjG-Daccc8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0030776283,たか,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/n9NgQP-cCE7TM-ngnQgL
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0024768142,TYパパ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/FFk5kv-AyKK2O-ffkk1F
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0013642107,ice,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/PQgQNi-lBwLlM-nnLgLg
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0011981347,ダイ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/NiNHnQ-DiJbE5-nnQigg
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0011657167,ハマヤ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/FkFFwv-d4bpiS-fkvf5k
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0010827985,やーし,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/c8cJD8-jrgACe-Y8YJxD
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0001825624,シュレ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/SSpypM-TXQBzB-pyX2yU
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,9,15,0000049586,はわ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/USEpyy-cc4WUg-pX2UpX
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,5,25,0037536004,ユウニイ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/cYDax8-3lrHXq-D4JDc8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,5,25,0011719931,ケルビン,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/9ggPHn-TK6RkZ-iH9QnN
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,5,25,0010901629,ゆうなぽけ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/DJ8cD8-64UzOF-8axDcY
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,5,25,0005657979,デマゴンGX,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/NggQNn-EeBFDn-LNnngi
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,3,50,0028744195,ARu,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/f1kVv5-GgyHBi-5FkdbV
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,3,50,0004556673,ハマ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/VFkfk5-36ug1k-1VvF5F
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,2,75,0032468564,ろびん,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/XyXMMy-WAVcmO-XS3ypS
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA柳町店,,オープン,1,100,0029016828,マキ,109258,https://www.pokemon-card.com/deck/confirm.html/deckID/EMyy3p-1IOTXL-XXSSyM
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0035812087,たかしex,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/XSpEMS-Vqn7Bz-MyypEy
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0032926024,マグナムサウナ,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/VdkFvv-yqSxPJ-kkFbfb
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0026668761,チャッキー,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/NgNHQL-Gpun4i-nPgNin
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0013489151,りん,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/D8D484-g9iOzP-8YccG8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0009281774,"多""""",109238,https://www.pokemon-card.com/deck/confirm.html/deckID/nnnnLL-3HbNb1-PnNgQn
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0008565150,タナフ,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/vfF1vv-hy9ZUz-kdfkVw
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0007935543,ふぁるこ,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/yyMyMp-ujHXKa-pXSU3p
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,9,15,0004451958,ぽん,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/dkFfvf-TJm1qU-Vfwkvk
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,5,25,0038386570,いっちー,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/a8YJDx-g8iaoO-xYDc8c
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,5,25,0023699346,あり,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/kkkbkF-coqZjB-bkkfkv
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,5,25,0012032648,アンジュ・カワイーナ,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/8Ya88x-nGUhCJ-Dcx8cc
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,5,25,0006845373,ACE,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/wfdkk5-DpuZjR-FvkFk5
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,3,50,0039545332,yun,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/VkkbvV-lFKzeK-kfFfVV
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,3,50,0011962267,ベスパ,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/innNNg-vTXVW1-gn9QPQ
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,2,75,0002168861,エンペラー・霧子,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/kkvVdv-yqwDiC-bFvfkk
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,TSUTAYA西友町田店,東京都,オープン,1,100,0010427071,wire,109238,https://www.pokemon-card.com/deck/confirm.html/deckID/fkFvVV-tM1IYM-vfVkkd
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,5,25,0033314969,とちやん,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/yMpUyp-XwO9BN-Xp2yyS
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,5,25,0031368258,ほりん,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/4aYDx8-AUYui3-J88Jcc
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,5,25,0030585977,しんグル,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/gnQQNP-LWrMtq-iLLnNg
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,5,25,0008836881,しーせん,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/DJ88D4-2MOjGt-84YcDD
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,3,50,0035806046,たーぼっち,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/XXMS2y-JN3gZd-pyEMyy
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,3,50,0031930826,てっど,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/nnNggP-jr8tR5-ggQinQ
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,2,75,0039732240,PURIN,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/D8Kc8a-BeQWqC-8cxDcY
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,BOOKOFF和歌山国体道路店,和歌山県,オープン,1,100,0027814507,トモヒロ@ポケカサウナ部,109220,https://www.pokemon-card.com/deck/confirm.html/deckID/yMESXp-x5BWnx-ySypMX
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,5,25,0029224076,おいく,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/xY8xYY-VrxRaw-48D8Jc
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,5,25,0014306161,ANNA,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/Fk1FvV-SytJEt-FkfbvF
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,5,25,0007709452,はげすけ,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/nPNQiQ-qPQrpf-ggnHng
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,5,25,0004961099,なおき,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/vkfvkk-a75X5T-wvkFvf
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,3,50,0028715395,ソル,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/Fkff5v-yAojfQ-V5kFFV
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,3,50,0005598210,ゆう,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/vb1vVf-lwGYXn-kFvVvk
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,2,75,0035953421,さなだまる,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/SyS2Ry-W0cQqH-EMX3p2
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ楓,,オープン,1,100,0036121339,コウヘイ,109219,https://www.pokemon-card.com/deck/confirm.html/deckID/gPLQnP-jw1Y24-nQnNng
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,5,25,0036195150,さあや,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/DcYx88-4XmLkQ-xD8cJc
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,5,25,0010980244,をぐ,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/vkFVFd-QB788Y-kfbkfv
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,5,25,0004103200,梅屋,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/8Yc8GD-8F0NqM-xDDax4
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,5,25,0000095273,ユッキー,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/nPNNnQ-J3cweO-ngNg9g
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,3,50,0040288057,りばすぃ,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/8ccaY8-HfRce3-88x4YD
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,3,50,0007965894,しおこん,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/gHgnng-Uj72eY-QiNLnH
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,2,75,0031235644,アポロ,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/vkbfkF-Cbm5bZ-kFkdkF
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードゲームショップ オレタン 岡山本店,,オープン,1,100,0000266835,あくありお,109188,https://www.pokemon-card.com/deck/confirm.html/deckID/MMRpSX-3Z96gz-p33yMU
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,5,25,0034514142,かがみ,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/DD8488-fgoqkC-8YcxJG
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,5,25,0032295247,やま,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/kFk1Vf-2deYl9-kf5dfv
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,5,25,0017875413,M氏,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/PPQNgg-WviVtt-nHPinQ
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,5,25,0002177401,てつぱんな,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/XUyySy-AgEBgP-pS2ppM
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,3,50,0029811843,あき,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/yX3ypy-oHhbzQ-pREyMS
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,3,50,0018047820,ぃか,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/ginnnN-QBiNIi-Qgngin
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,2,75,0036194946,********************,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/8YDD8x-KVGLEU-DcD48J
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,遊楽舎 姫路花田店,,オープン,1,100,0000402837,今津,109187,https://www.pokemon-card.com/deck/confirm.html/deckID/8888xG-6gpmtN-cJYcD8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,5,25,0043501430,Wat,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/kkbffv-gWC6je-kFv1kd
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,5,25,0041650983,とーた,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/8a88cD-FXjG2z-8YJ88x
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,5,25,0012726053,べるて〜る,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/SRy3p3-9LiyHe-yMXMEM
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,5,25,0006004864,ぐっち〜,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/iLQNgg-7nzCI4-NnnNQg
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,3,50,0036612211,********************,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/8YxcDY-Vlog2d-J88Dc8
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,3,50,0000222051,かなめ@要,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/8cDD8D-EbIfMW-c4cY8a
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,2,75,0036464575,ゆうや,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/8JJxDJ-qGBo1Y-c488Yx
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ竜星のPAO千葉中央店,,オープン,1,100,0001643475,てら,109186,https://www.pokemon-card.com/deck/confirm.html/deckID/V1kFvf-JqE7u2-FFkkFf
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンタートウキョーベイ,,シニア,3,25,0034379972,くまかもしれない,109185,https://www.pokemon-card.com/deck/confirm.html/deckID/SyRUpX-3nvUpO-XyppMM
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンタートウキョーベイ,,シニア,3,25,0010353170,モナモナカ,109185,https://www.pokemon-card.com/deck/confirm.html/deckID/xc4D8c-ho5xfO-88J88Y
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンタートウキョーベイ,,シニア,2,50,0031390657,ぺこもる,109185,https://www.pokemon-card.com/deck/confirm.html/deckID/Da8YcD-6MUGhV-cxc8JY
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンタートウキョーベイ,,シニア,1,100,0000267791,イチ,109185,https://www.pokemon-card.com/deck/confirm.html/deckID/8xc8xD-3XMGXe-aYDxc8
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,5,25,0038408069,いの,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/DY8488-OmUoGK-cDaJ8c
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,5,25,0022022491,,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/Fkkkf1-oBLeIU-Fbfvvk
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,5,25,0005241990,オドロクベキex,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/kFwwkv-xTfiEP-kVfkVV
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,5,25,0000238553,シイタケ,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/9PNNPn-tujuFD-QnNnng
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,3,50,0035786773,********************,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/nNQnQN-YnXtqo-niigng
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,3,50,0034660469,ディノ,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/DYc8DY-9GgKw1-Jx8DD8
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,2,75,0035781778,********************,109184,https://www.pokemon-card.com/deck/confirm.html/deckID/HnngNH-JrkHdL-QgLQnN
2023-05-28,2023,シティリーグ2023 シーズン4 シニアリーグ,ポケモンカードステーション・ポケモンセンターメガトウキョー,東京都,シニア,1,100,0009986316,たかな(シニア),109184,https://www.pokemon-card.com/deck/confirm.html/deckID/XMUypy-8OMUzP-SypX22
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,5,25,0025682979,ジェノサイドスメル,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/ESyUpS-uklKor-pMXyEp
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,5,25,0006965792,に,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/wVbfkF-dU6ZAY-fkvFF5
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,5,25,0003453623,kiyasu,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/VkbfVv-K4lgwG-dkFfkd
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,5,25,0003356366,Daora,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/nLgQNg-xl1xWm-NNiPQn
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,3,50,0030948813,マルボロ,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/RMMyyp-LxZA3O-M3SXSE
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,3,50,0000720829,しらのり,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/QnLPNL-fMDGY8-nNQgnn
2023-05-28,2023,シティリーグ2023 シーズン4 オープンリーグ,トイニティ長岡E・PLAZA店,,オープン,2,75,0001993732,ゲンタ,109183,https://www.pokemon-card.com/deck/confirm.html/deckID/NngNQP-28R5Z5-LQnnnQ
