開催日,シティ年度,大会名,会場名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,大会ID,詳細URL
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,5,25,0030331875,タミー,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/2MXypy-cagnEM-RypXpS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,5,25,0016442557,あっきー,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/NgNgHH-dPnDOw-Nngnng
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,5,25,0011409533,tymo,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/VvFFFF-813OTc-kffkVV
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,5,25,0005606434,キャネコ,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/NLnngg-RJrPpm-HQnNnN
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,3,50,0026381594,ふかせ,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/HnngLg-zohAME-LgQNgN
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,3,50,0008351704,かぁ〜,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/QgNgnL-KuEf0O-QgQPnL
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,2,75,0031149435,えじぴ,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/8cDcY8-cnJphM-c8axJ8
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,CARDSHOPラリアット！,,オープン,1,100,0005979178,はるぼー,109148,https://www.pokemon-card.com/deck/confirm.html/deckID/ngg6QL-QIrS6v-NPnnNH
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0036820122,3110,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/VkFVfw-A5nISk-vwVbkk
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0036631694,おにく029,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/c8YaGx-bxLpQX-8cD8Y8
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0036139585,ポケモンのサトシ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/5kkFVf-VCLn5M-FF1Fvk
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0035875581,とむつぁん坊や【部長】,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/axD8x8-1EmPiZ-8Ycc88
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0034505388,べりー,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/vwkkfv-JATE8D-VFkvFv
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0034473270,ハリテヤマ石山,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/8xcDc8-5naXN5-D4K88Y
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0014457102,チバ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/SXyyyp-8ZW40F-ppEyXU
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,9,15,0002242538,エヅ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/nLLQgn-qXd9QE-nNiggn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,5,25,0037014904,ひゅろっきん,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/pSXMX2-bNth7h-ySypyp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,5,25,0034416592,かなな,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/NLggnQ-8CGfdB-L9gng9
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,5,25,0011736840,かーる,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/ppSXyM-kxtezM-pRSy3X
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,5,25,0003383197,YNWA・ワン・ビサカ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/kbkF5V-HDVhiY-fkvkfF
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,3,50,0043517257,サト,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/8D88c8-wf5ZYt-8Ycxcx
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,3,50,0012684607,かねこ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/Fvkkvf-O0z6We-fkVvbF
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,2,75,0011301961,ユウヒ,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/innQLg-Nb5vtL-Nn6Ngn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,シーガル 泉中央店,,オープン,1,100,0035794963,ヤーカー,109147,https://www.pokemon-card.com/deck/confirm.html/deckID/vkkkFk-kvOrGJ-fvvFVF
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,5,25,0027866975,ユキ,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/gNgQQn-WPbfgt-ggNPgP
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,5,25,0020542575,かいと,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/QnHNLQ-9JGlTB-gngnnN
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,5,25,0005348066,海風に揺れる一輪の花 キュアマリン！,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/c888Yc-i4CUJR-c4cYcD
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,5,25,0002239994,グラァ,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/pSySyy-PPD58Z-ySypX2
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,3,50,0036472967,ころ,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/Y4D8x8-5VJCpQ-c8x8cc
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,3,50,0011968454,サヤト,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/FkfVwk-YDoLQy-kFFVvf
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,2,75,0011893620,ニコニコ,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/yEyXSp-dhVZmt-pyMyyp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,北国書林 松任店,,オープン,1,100,0035798776,ヨツ,109146,https://www.pokemon-card.com/deck/confirm.html/deckID/DDcJ8D-VoC1GK-c8YYc8
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,5,25,0035329271,ETA,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/pUy2pS-69zikH-pMpX2y
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,5,25,0030794632,ごっちん,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/LngiQn-Vj8ruB-ngnNgH
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,5,25,0016595129,かめ,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/D84cYc-STzh4y-Y48c4c
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,5,25,0012267288,ナスビ,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/vbFvkk-aNI3Sx-kvfVFV
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,3,50,0011000394,ナツ,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/UMMUyp-a8jT8Z-pXMyXS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,3,50,0000277286,ゆうき,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/FkfVkk-xm6mtE-vFf1kd
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,2,75,0002623991,あーる,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/xcY8c8-64blm9-YxDDcc
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,カードショップ＠ほ～む。鹿児島店,鹿児島県,オープン,1,100,0002247139,ましゅまろ。,109145,https://www.pokemon-card.com/deck/confirm.html/deckID/MMRpSX-3Z96gz-p33yMU
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0043757152,rihito,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/fkVVdv-XokHpP-kFkFfk
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0040928328,しおん,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/xY8Jcx-vyV6pf-8xcYDG
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0015473347,タナカ,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/Dcx8cc-AiThCZ-8x4YKY
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0012574560,あおいひと,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/VbvFfk-bxIRU0-fVkkFk
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0012401299,ゲコガシラ柱,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/pESXyU-XlQQ9t-pMMyyp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0011725387,TKR,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/yMSXE2-KmCKx1-ypySMS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0011638098,カカロットの息子,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/NgngQn-3WviWE-gHnNng
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,9,15,0010456185,みや,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/S3p2yE-gahFAi-X2pyMy
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,5,25,0030367694,スー,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/kkfFv5-VGKGHW-Fk5k5f
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,5,25,0020431088,先生,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/8JxcxD-c1BxwR-4YKcGY
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,5,25,0011302489,たそまる,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/DcaDcc-ub5by1-Y88cxx
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,5,25,0010926963,うっちー,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/yXySEy-AA6xkB-pMSMpU
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,3,50,0036406582,よっちゃん,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/ypMSpp-tA7p84-RMXMyp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,3,50,0030031793,よるのおさんぽ,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/yyMMXp-SiKN4Y-MXSE3p
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,2,75,0004072193,ホワイトカンパニー,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/DGYcc4-RJubHH-4Y8x8D
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,オレタン福岡天神店,,オープン,1,100,0000751812,ろし,109144,https://www.pokemon-card.com/deck/confirm.html/deckID/yMyXXE-JHeWCP-2pMpXS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,5,25,0037955593,たけ,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/QLLNgL-ZaE8nU-nnQgig
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,5,25,0025058538,ちょも,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/SypUyp-tA8hXj-XMyMyy
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,5,25,0002588430,がっつりSKB,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/ngQ9Nn-lnDINZ-NngQLQ
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,5,25,0000223063,カブ,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/bfFvFV-WCzhb8-kkFvf1
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,3,50,0031790819,NK,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/NQnnLN-arqI1t-gQLggL
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,3,50,0002235800,ミレ,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/g6nn6Q-o5vICL-ngNNLn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,2,75,0022890416,いお,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/fVvF5b-lLMcC4-kkFkFV
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ドラゴンスター泉佐野店,大阪府,オープン,1,100,0000679215,ひっとん,109143,https://www.pokemon-card.com/deck/confirm.html/deckID/QggnHn-8FCfTi-nLNngQ
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0039173418,しょーたろ,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/pyMypS-A0rC30-XpSU2E
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0035967358,こんばた,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/HQgLQn-jiZe8S-nnNngg
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0031481142,ひかり,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/Qggnni-hmuc0C-gNnLNn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0016668298,よる,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/S3pMpy-rrDaoI-SXXRyU
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0012810271,オフロスキー,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/fFVVkf-0je1vw-fVFkvv
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0009180491,YoChiYa,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/yX2pMp-c5EDdQ-p2ES2y
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0002879444,内藤サナ,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/ggLngL-CfHmxf-QNQPng
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,9,15,0002685180,りんさん,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/kfvkfv-ZSRZOG-bvFFkf
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,5,25,0040040514,シティボーイ,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/nNNQLN-GKBDuT-gHgnnn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,5,25,0037760351,,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/DDJD8c-rLfof4-cYcx88
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,5,25,0036384790,ドリアン,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/NngQL9-5LTRUc-nngN9Q
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,5,25,0008296768,あきお,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/QnN6ni-lK7aVZ-gNQgLL
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,3,50,0044041564,ちゃり,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/xxYY8Y-0Zt3yX-c8ccD8
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,3,50,0006423421,ナカニシ,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/2ySRSp-o2TNy9-MMpXp3
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,2,75,0033264963,えぬ,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/nLNnQn-GwaKwA-gLinig
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ゲームアーク 西条中央店,,オープン,1,100,0012638729,おいも,109142,https://www.pokemon-card.com/deck/confirm.html/deckID/VFFdkF-Rq5mIN-fvkVkV
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,5,25,0043318065,山田義典,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/nnNNHL-3K5Mx9-inQgQg
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,5,25,0008722201,ゆの,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/88Dc8K-KV8zCp-488ccY
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,5,25,0007777682,いくさん,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/MpyySy-UQ3nTB-ppyXpM
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,5,25,0007438787,SS,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/yMyUyX-Ef1KWZ-ySpyRp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,3,50,0036454484,********************,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/2yySpX-dyBANe-SpMERS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,3,50,0035855477,たーしょ,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/nNLNnQ-7Gr5gO-ngNgiH
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,2,75,0040581075,ののいな。,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/R3SpyX-Xfkce8-Xy2ypM
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,ビデオ100 徳島藍住店,,オープン,1,100,0002581837,スギ,109141,https://www.pokemon-card.com/deck/confirm.html/deckID/YDGY8c-kcRadR-cD488K
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0043313194,さまのすけ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/LggnQN-g4xg8c-Qn6g6n
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0041179147,マシロ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/QnNNLn-S0I8cA-LNggLn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0034362749,KenDai,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/NHNQnn-D6Gemk-nNgngn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0030398564,キズナ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/pM3XSM-QvzZqe-ypyMSp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0029648931,かにかま,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/8c4xxD-NzOFZL-xc8Y8Y
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0023885130,くらら,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/cYD888-BKQDxt-4xYcJD
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0019692872,ぬきち,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/nnnigg-MhDVlK-NNQgNn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0016910995,ぽけっと,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/gnggnQ-pjJxhE-NQLLNn
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0012078884,ろまち,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/kFwbFf-1LXC14-vkkffk
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0011624644,ペンペン,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/FbFkVk-R2P1w8-kkvf5k
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0008143657,ブリキ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/8xJ8cc-9Pt5aZ-cDxY48
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0004159267,伊良湖クリスタルポルト,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/kVfffk-E4HmVn-1FFVVv
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0003930151,another,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/VFFkFf-fQ3QC2-kvVvFv
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0003117710,ぎし,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/S32XpS-z9PbJO-pMpyyX
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0002770275,浅田アサルト,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/QnLngg-3Tr8XJ-NngNnP
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,17,10,0001067183,ほーわ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/yyySpp-o5oFq7-yMMSpX
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0039013589,しまんちゅ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/xDDxYc-mF6Fge-48cJ8D
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0038507609,ゆや,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/YDx8c4-1XlziE-8cD8JY
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0030268504,ひややっこ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/2M3X2S-hJyULI-pMUSyU
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0028830753,じろう,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/xxY88J-IYDUbV-cDa4Yc
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0019190347,オガ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/DY8cJG-bjHHYT-xKxDY8
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0011600143,しょーいち,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/vkf5VF-x0DkQH-FkFkvv
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0010049756,HIRO-KJ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/UppyyS-RXTUIW-M3XXyy
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,9,15,0001955123,はちみつ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/Vb5kf5-GXkYrd-F5dvkF
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,5,25,0036865907,Yuta,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/fff5Fv-IZ38HS-Fkvkk5
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,5,25,0010063370,DON,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/XyypSM-tnzrIW-2ppERS
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,5,25,0002941253,あまみやぽけ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/6nNnNg-T2YQAk-6QNg6L
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,5,25,0000530233,アキト,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/xcYY8Y-9cZJQT-cYD8cJ
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,3,50,0039989727,たつじ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/pRSyXy-Kv4dEy-yXypMp
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,3,50,0005115103,ゆーしん,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/yMUyyX-TncmTh-SSypS2
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,2,75,0000148182,ポンポコ,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/py2yXy-ejyw38-SpXMy2
2023-05-21,2023,シティリーグ2023 シーズン4 オープンリーグ,宝島 長久手店,,オープン,1,100,0036707687,のはな,109140,https://www.pokemon-card.com/deck/confirm.html/deckID/XpyMXy-r4VDtr-SSpX3M
